Date EST,Latitude,Longitude,,,,
Mon 02:39:13 AM,46.6915,153.8042,,,,
Mon 02:41:04 AM,46.5277,153.5336,,,,
Mon 02:42:04 AM,46.4389,153.388,,,,
Mon 02:43:08 AM,46.3441,153.2333,,,,
Mon 02:44:11 AM,46.2504,153.0814,,,,
Mon 02:46:04 AM,46.0817,152.8108,,,,
Mon 02:47:12 AM,45.9798,152.6489,,,,
Mon 02:48:49 AM,45.834,152.4189,,,,
Mon 02:49:58 AM,45.73,152.2561,,,,
Mon 02:51:10 AM,45.6212,152.0868,,,,
Mon 02:52:12 AM,45.5273,151.9416,,,,
Mon 02:54:11 AM,45.3467,151.6641,,,,
Mon 02:56:12 AM,45.1623,151.3839,,,,
Mon 02:58:09 AM,44.9834,151.1146,,,,
Mon 02:59:12 AM,44.8868,150.9703,,,,
Mon 03:01:10 AM,44.7054,150.7013,,,,
Mon 03:02:11 AM,44.6113,150.5629,,,,
Mon 03:04:12 AM,44.4243,150.2897,,,,
Mon 03:06:10 AM,44.2413,150.025,,,,
Mon 03:07:56 AM,44.0764,149.7886,,,,
Mon 03:09:05 AM,43.9688,149.6354,,,,
Mon 03:11:00 AM,43.789,149.3813,,,,
Mon 03:12:04 AM,43.6887,149.2406,,,,
Mon 03:13:05 AM,43.5929,149.1069,,,,
Mon 03:14:05 AM,43.4986,148.9758,,,,
Mon 03:16:11 AM,43.2999,148.7018,,,,
Mon 03:18:04 AM,43.1213,148.4577,,,,
Mon 03:19:12 AM,43.0135,148.3114,,,,
Mon 03:21:12 AM,42.8229,148.0546,,,,
Mon 03:23:03 AM,42.646,147.8184,,,,
Mon 03:24:12 AM,42.5358,147.6723,,,,
Mon 03:25:13 AM,42.4383,147.5435,,,,
Mon 03:27:05 AM,43.1005,148.4217,,,,
Mon 03:27:39 AM,43.0568,148.3625,,,,
Mon 03:28:19 AM,43.0051,148.2928,,,,
Mon 03:28:54 AM,42.9595,148.2315,,,,
Mon 03:29:30 AM,42.913,148.1688,,,,
Mon 03:30:10 AM,42.861,148.0993,,,,
Mon 03:30:41 AM,42.8215,148.0465,,,,
Mon 03:31:21 AM,42.7697,147.9773,,,,
Mon 03:31:55 AM,42.7254,147.9183,,,,
Mon 03:32:29 AM,42.6807,147.859,,,,
Mon 03:33:00 AM,42.6401,147.805,,,,
Mon 03:33:30 AM,42.6003,147.7524,,,,
Mon 03:34:00 AM,42.5606,147.6999,,,,
Mon 03:34:30 AM,42.5215,147.6484,,,,
Mon 03:35:00 AM,42.4819,147.5963,,,,
Mon 03:35:31 AM,42.4437,147.5461,,,,
Mon 03:36:01 AM,42.4044,147.4944,,,,
Mon 03:37:01 AM,42.3277,147.3939,,,,
Mon 03:37:31 AM,42.2891,147.3435,,,,
Mon 03:38:01 AM,42.2504,147.2931,,,,
Mon 03:38:48 AM,42.1912,147.2158,,,,
Mon 03:39:31 AM,42.1345,147.1421,,,,
Mon 03:40:26 AM,42.0642,147.051,,,,
Mon 03:41:17 AM,41.9999,146.9682,,,,
Mon 03:42:06 AM,41.9376,146.8878,,,,
Mon 03:42:46 AM,41.8853,146.8206,,,,
Mon 03:43:46 AM,41.808,146.7213,,,,
Mon 03:44:27 AM,41.7553,146.6539,,,,
Mon 03:45:08 AM,41.7031,146.5873,,,,
Mon 03:45:50 AM,41.6496,146.519,,,,
Mon 03:46:20 AM,41.6103,146.4691,,,,
Mon 03:46:50 AM,41.5718,146.4202,,,,
Mon 03:47:20 AM,41.5331,146.3712,,,,
Mon 03:47:51 AM,41.4941,146.322,,,,
Mon 03:48:48 AM,41.422,146.2308,,,,
Mon 03:49:18 AM,41.3834,146.1822,,,,
Mon 03:49:48 AM,41.3456,146.1348,,,,
Mon 03:50:18 AM,41.3067,146.086,,,,
Mon 03:50:48 AM,41.2693,146.0391,,,,
Mon 03:51:18 AM,41.2301,145.9901,,,,
Mon 03:52:10 AM,41.1639,145.9076,,,,
Mon 03:52:46 AM,41.1178,145.8502,,,,
Mon 03:53:26 AM,41.0678,145.788,,,,
Mon 03:53:56 AM,41.0298,145.741,,,,
Mon 03:54:27 AM,40.9918,145.6939,,,,
Mon 03:55:10 AM,40.9356,145.6246,,,,
Mon 03:55:50 AM,40.8846,145.5618,,,,
Mon 03:56:27 AM,40.8396,145.5067,,,,
Mon 03:57:14 AM,40.7811,145.4346,,,,
Mon 03:57:57 AM,40.7275,145.3692,,,,
Mon 03:58:27 AM,40.69,145.3235,,,,
Mon 03:59:13 AM,40.6354,145.2569,,,,
Mon 03:59:57 AM,40.5824,145.1923,,,,
Mon 04:00:27 AM,40.5461,145.1481,,,,
Mon 04:00:58 AM,40.5093,145.1036,,,,
Mon 04:01:28 AM,40.4729,145.0596,,,,
Mon 04:01:58 AM,40.4371,145.0148,,,,
Mon 04:02:28 AM,40.4074,144.9669,,,,
Mon 04:03:05 AM,40.3756,144.8993,,,,
Mon 04:03:41 AM,40.3471,144.8383,,,,
Mon 04:04:14 AM,40.3186,144.7776,,,,
Mon 04:04:46 AM,40.2922,144.721,,,,
Mon 04:05:22 AM,40.2613,144.6551,,,,
Mon 04:05:53 AM,40.2366,144.6023,,,,
Mon 04:06:44 AM,40.1922,144.5077,,,,
Mon 04:07:21 AM,40.1615,144.4425,,,,
Mon 04:07:51 AM,40.1369,144.3904,,,,
Mon 04:08:45 AM,40.092,144.2954,,,,
Mon 04:09:38 AM,40.0484,144.2036,,,,
Mon 04:10:14 AM,40.0177,144.139,,,,
Mon 04:10:44 AM,39.9922,144.0856,,,,
Mon 04:11:15 AM,39.9668,144.0322,,,,
Mon 04:11:45 AM,39.941,143.9783,,,,
Mon 04:12:15 AM,39.9158,143.9258,,,,
Mon 04:12:49 AM,39.8895,143.871,,,,
Mon 04:13:21 AM,39.863,143.8159,,,,
Mon 04:13:51 AM,39.8374,143.7628,,,,
Mon 04:14:26 AM,39.8089,143.7036,,,,
Mon 04:14:57 AM,39.7846,143.6515,,,,
Mon 04:15:31 AM,39.7621,143.5881,,,,
Mon 04:16:01 AM,39.7423,143.5348,,,,
Mon 04:16:31 AM,39.7221,143.4813,,,,
Mon 04:17:01 AM,39.7021,143.4282,,,,
Mon 04:17:38 AM,39.6772,143.3624,,,,
Mon 04:18:08 AM,39.6579,143.3112,,,,
Mon 04:18:39 AM,39.6375,143.2569,,,,
Mon 04:19:09 AM,39.6172,143.2033,,,,
Mon 04:19:47 AM,39.5921,143.1373,,,,
Mon 04:20:23 AM,39.5672,143.0721,,,,
Mon 04:20:53 AM,39.5473,143.02,,,,
Mon 04:21:23 AM,39.5268,142.9664,,,,
Mon 04:21:53 AM,39.5072,142.9153,,,,
Mon 04:22:24 AM,39.4863,142.8608,,,,
Mon 04:22:54 AM,39.4656,142.8069,,,,
Mon 04:23:24 AM,39.4453,142.7544,,,,
Mon 04:24:01 AM,39.42,142.6889,,,,
Mon 04:24:31 AM,39.3996,142.6362,,,,
Mon 04:25:01 AM,39.3791,142.583,,,,
Mon 04:25:31 AM,39.3579,142.5287,,,,
Mon 04:26:01 AM,39.3373,142.4757,,,,
Mon 04:26:34 AM,39.3159,142.4204,,,,
Mon 04:27:04 AM,39.2948,142.3665,,,,
Mon 04:27:35 AM,39.2743,142.314,,,,
Mon 04:28:05 AM,39.2536,142.2609,,,,
Mon 04:28:35 AM,39.2327,142.2077,,,,
Mon 04:29:05 AM,39.2122,142.1555,,,,
Mon 04:29:35 AM,39.1921,142.1042,,,,
Mon 04:30:05 AM,39.1704,142.0491,,,,
Mon 04:30:36 AM,39.1503,141.9983,,,,
Mon 04:31:06 AM,39.1305,141.9481,,,,
Mon 04:31:36 AM,39.1101,141.8965,,,,
Mon 04:32:06 AM,39.0899,141.8456,,,,
Mon 04:32:36 AM,39.0687,141.7921,,,,
Mon 04:33:06 AM,39.0481,141.7405,,,,
Mon 04:33:36 AM,39.0279,141.6898,,,,
Mon 04:34:06 AM,39.0082,141.6403,,,,
Mon 04:34:36 AM,38.9877,141.5892,,,,
Mon 04:35:06 AM,38.9673,141.5379,,,,
Mon 04:35:36 AM,38.9467,141.4868,,,,
Mon 04:36:06 AM,38.9267,141.4368,,,,
Mon 04:36:36 AM,38.9064,141.3865,,,,
Mon 04:37:06 AM,38.8862,141.3363,,,,
Mon 04:37:36 AM,38.8663,141.287,,,,
Mon 04:38:06 AM,38.8467,141.2385,,,,
Mon 04:38:37 AM,38.8254,141.1857,,,,
Mon 04:39:08 AM,38.8046,141.1345,,,,
Mon 04:39:38 AM,38.784,141.0838,,,,
Mon 04:40:08 AM,38.7631,141.0325,,,,
Mon 04:40:38 AM,38.7425,140.982,,,,
Mon 04:41:08 AM,38.7226,140.9331,,,,
Mon 04:41:38 AM,38.7017,140.882,,,,
Mon 04:42:08 AM,38.6817,140.8331,,,,
Mon 04:42:39 AM,38.6605,140.7814,,,,
Mon 04:43:09 AM,38.64,140.7314,,,,
Mon 04:43:39 AM,38.6195,140.6817,,,,
Mon 04:44:09 AM,38.5987,140.631,,,,
Mon 04:44:39 AM,38.578,140.5811,,,,
Mon 04:45:09 AM,38.5576,140.5316,,,,
Mon 04:45:39 AM,38.5364,140.4803,,,,
Mon 04:46:09 AM,38.5158,140.4309,,,,
Mon 04:46:39 AM,38.4949,140.3806,,,,
Mon 04:47:10 AM,38.4735,140.329,,,,
Mon 04:47:40 AM,38.4526,140.2792,,,,
Mon 04:48:10 AM,38.4319,140.2296,,,,
Mon 04:48:40 AM,38.4114,140.1805,,,,
Mon 04:49:10 AM,38.3906,140.1306,,,,
Mon 04:49:40 AM,38.3699,140.0813,,,,
Mon 04:50:10 AM,38.3487,140.031,,,,
Mon 04:50:40 AM,38.3284,139.9825,,,,
Mon 04:51:10 AM,38.3076,139.9333,,,,
Mon 04:51:40 AM,38.287,139.8845,,,,
Mon 04:52:11 AM,38.2665,139.8358,,,,
Mon 04:52:41 AM,38.2458,139.7868,,,,
Mon 04:53:11 AM,38.2248,139.7372,,,,
Mon 04:53:41 AM,38.2043,139.6891,,,,
Mon 04:54:11 AM,38.1825,139.6377,,,,
Mon 04:54:41 AM,38.1611,139.5876,,,,
Mon 04:55:11 AM,38.141,139.5404,,,,
Mon 04:55:41 AM,38.1201,139.4915,,,,
Mon 04:56:11 AM,38.0991,139.4424,,,,
Mon 04:56:42 AM,38.0772,139.3912,,,,
Mon 04:57:12 AM,38.056,139.3418,,,,
Mon 04:57:42 AM,38.0347,139.2921,,,,
Mon 04:58:12 AM,38.0133,139.2424,,,,
Mon 04:58:42 AM,37.9919,139.1927,,,,
Mon 04:59:12 AM,37.971,139.1443,,,,
Mon 04:59:39 AM,37.9509,139.1008,,,,
Mon 05:00:17 AM,37.919,139.0443,,,,
Mon 05:00:47 AM,37.8937,138.9986,,,,
Mon 05:01:17 AM,37.8678,138.9516,,,,
Mon 05:01:47 AM,37.8423,138.9058,,,,
Mon 05:02:17 AM,37.8166,138.8598,,,,
Mon 05:02:47 AM,37.7917,138.815,,,,
Mon 05:03:17 AM,37.7668,138.7705,,,,
Mon 05:03:47 AM,37.7414,138.7251,,,,
Mon 05:04:17 AM,37.7158,138.6793,,,,
Mon 05:04:42 AM,37.6907,138.6373,,,,
Mon 05:05:13 AM,37.661,138.5939,,,,
Mon 05:05:43 AM,37.6311,138.55,,,,
Mon 05:06:13 AM,37.6009,138.5055,,,,
Mon 05:06:43 AM,37.5713,138.4619,,,,
Mon 05:07:13 AM,37.5413,138.4177,,,,
Mon 05:07:43 AM,37.5132,138.3765,,,,
Mon 05:08:13 AM,37.4839,138.3337,,,,
Mon 05:08:43 AM,37.4537,138.2893,,,,
Mon 05:09:13 AM,37.4255,138.2479,,,,
Mon 05:09:44 AM,37.3944,138.2023,,,,
Mon 05:10:14 AM,37.365,138.1597,,,,
Mon 05:10:44 AM,37.3352,138.1164,,,,
Mon 05:11:15 AM,37.3055,138.073,,,,
Mon 05:11:46 AM,37.2757,138.0297,,,,
Mon 05:12:17 AM,37.2463,137.987,,,,
Mon 05:12:47 AM,37.217,137.9446,,,,
Mon 05:13:17 AM,37.1874,137.9017,,,,
Mon 05:13:47 AM,37.1578,137.8588,,,,
Mon 05:14:18 AM,37.1269,137.8142,,,,
Mon 05:14:48 AM,37.0979,137.7725,,,,
Mon 05:15:19 AM,37.0665,137.7272,,,,
Mon 05:15:49 AM,37.0371,137.6851,,,,
Mon 05:16:20 AM,37.0076,137.6426,,,,
Mon 05:16:50 AM,36.9786,137.601,,,,
Mon 05:17:20 AM,36.9487,137.5581,,,,
Mon 05:17:50 AM,36.9191,137.5159,,,,
Mon 05:18:20 AM,36.8905,137.475,,,,
Mon 05:18:51 AM,36.8605,137.4323,,,,
Mon 05:19:21 AM,36.8301,137.3889,,,,
Mon 05:19:51 AM,36.8019,137.3488,,,,
Mon 05:20:21 AM,36.7739,137.309,,,,
Mon 05:20:51 AM,36.7435,137.2657,,,,
Mon 05:21:21 AM,36.7144,137.2244,,,,
Mon 05:21:51 AM,36.686,137.1842,,,,
Mon 05:22:21 AM,36.6564,137.1423,,,,
Mon 05:22:51 AM,36.6275,137.1014,,,,
Mon 05:23:22 AM,36.5983,137.0603,,,,
Mon 05:23:54 AM,36.5664,137.0153,,,,
Mon 05:24:25 AM,36.5363,136.9729,,,,
Mon 05:24:55 AM,36.5064,136.9309,,,,
Mon 05:25:25 AM,36.4759,136.8881,,,,
Mon 05:25:55 AM,36.4459,136.846,,,,
Mon 05:26:25 AM,36.4169,136.8054,,,,
Mon 05:26:55 AM,36.3869,136.7635,,,,
Mon 05:27:26 AM,36.3566,136.7212,,,,
Mon 05:27:56 AM,36.3272,136.6802,,,,
Mon 05:28:26 AM,36.2963,136.6372,,,,
Mon 05:28:56 AM,36.266,136.5951,,,,
Mon 05:29:27 AM,36.235,136.5521,,,,
Mon 05:29:57 AM,36.2044,136.5097,,,,
Mon 05:30:27 AM,36.1742,136.4679,,,,
Mon 05:30:58 AM,36.1423,136.4239,,,,
Mon 05:31:28 AM,36.1135,136.384,,,,
Mon 05:31:58 AM,36.082,136.3406,,,,
Mon 05:32:28 AM,36.0523,136.2997,,,,
Mon 05:32:59 AM,36.0207,136.2561,,,,
Mon 05:33:29 AM,35.9899,136.2139,,,,
Mon 05:33:59 AM,35.9593,136.1718,,,,
Mon 05:34:29 AM,35.9289,136.1302,,,,
Mon 05:34:59 AM,35.8973,136.0868,,,,
Mon 05:35:29 AM,35.8687,136.0479,,,,
Mon 05:35:59 AM,35.8381,136.0061,,,,
Mon 05:36:29 AM,35.8078,135.9648,,,,
Mon 05:36:59 AM,35.778,135.9242,,,,
Mon 05:37:29 AM,35.7492,135.885,,,,
Mon 05:38:00 AM,35.7177,135.8425,,,,
Mon 05:38:30 AM,35.6889,135.8033,,,,
Mon 05:39:00 AM,35.6601,135.7643,,,,
Mon 05:39:30 AM,35.6314,135.7255,,,,
Mon 05:40:00 AM,35.6022,135.686,,,,
Mon 05:40:30 AM,35.5722,135.6453,,,,
Mon 05:41:00 AM,35.5433,135.6064,,,,
Mon 05:41:30 AM,35.5139,135.5667,,,,
Mon 05:42:00 AM,35.4845,135.5272,,,,
Mon 05:42:31 AM,35.4542,135.4864,,,,
Mon 05:43:02 AM,35.4241,135.446,,,,
Mon 05:43:32 AM,35.3951,135.4071,,,,
Mon 05:44:02 AM,35.3652,135.3671,,,,
Mon 05:44:32 AM,35.3362,135.3282,,,,
Mon 05:45:02 AM,35.307,135.2893,,,,
Mon 05:45:32 AM,35.2767,135.2489,,,,
Mon 05:46:02 AM,35.2464,135.2085,,,,
Mon 05:46:32 AM,35.2163,135.1685,,,,
Mon 05:47:02 AM,35.1862,135.1284,,,,
Mon 05:47:32 AM,35.1557,135.0877,,,,
Mon 05:48:02 AM,35.1257,135.048,,,,
Mon 05:48:33 AM,35.0943,135.0064,,,,
Mon 05:49:03 AM,35.0639,134.9662,,,,
Mon 05:49:33 AM,35.0335,134.9262,,,,
Mon 05:50:14 AM,34.9891,134.8742,,,,
Mon 05:50:44 AM,34.9567,134.8366,,,,
Mon 05:51:14 AM,34.9239,134.7983,,,,
Mon 05:51:44 AM,34.8906,134.7596,,,,
Mon 05:52:14 AM,34.8576,134.7214,,,,
Mon 05:52:45 AM,34.8233,134.6816,,,,
Mon 05:53:15 AM,34.7893,134.6426,,,,
Mon 05:53:53 AM,34.744,134.5975,,,,
Mon 05:54:23 AM,34.7088,134.5622,,,,
Mon 05:54:50 AM,34.6788,134.5312,,,,
Mon 05:55:20 AM,34.6471,134.4918,,,,
Mon 05:55:51 AM,34.6155,134.452,,,,
Mon 05:56:21 AM,34.5832,134.4132,,,,
Mon 05:56:51 AM,34.5497,134.3732,,,,
Mon 05:57:21 AM,34.519,134.3367,,,,
Mon 05:57:53 AM,34.4851,134.2962,,,,
Mon 05:58:23 AM,34.451,134.2558,,,,
Mon 05:58:53 AM,34.4202,134.2192,,,,
Mon 05:59:23 AM,34.3873,134.1801,,,,
Mon 05:59:53 AM,34.3555,134.1423,,,,
Mon 06:00:23 AM,34.3221,134.1028,,,,
Mon 06:00:53 AM,34.2905,134.0654,,,,
Mon 06:01:23 AM,34.2581,134.0272,,,,
Mon 06:01:53 AM,34.2237,133.9866,,,,
Mon 06:02:23 AM,34.1921,133.9495,,,,
Mon 06:02:54 AM,34.1591,133.9106,,,,
Mon 06:03:24 AM,34.1267,133.8726,,,,
Mon 06:03:55 AM,34.0918,133.8315,,,,
Mon 06:04:25 AM,34.0595,133.7937,,,,
Mon 06:04:57 AM,34.0251,133.7533,,,,
Mon 06:05:28 AM,33.9912,133.7135,,,,
Mon 06:06:00 AM,33.9557,133.672,,,,
Mon 06:06:32 AM,33.9194,133.6296,,,,
Mon 06:07:03 AM,33.887,133.5917,,,,
Mon 06:07:33 AM,33.8545,133.5538,,,,
Mon 06:08:03 AM,33.821,133.5147,,,,
Mon 06:08:33 AM,33.7889,133.4773,,,,
Mon 06:09:03 AM,33.7574,133.4408,,,,
Mon 06:09:34 AM,33.7234,133.4014,,,,
Mon 06:10:04 AM,33.6917,133.3647,,,,
Mon 06:10:37 AM,33.6544,133.3214,,,,
Mon 06:11:07 AM,33.6223,133.2844,,,,
Mon 06:11:37 AM,33.5896,133.2466,,,,
Mon 06:12:07 AM,33.5579,133.2101,,,,
Mon 06:12:37 AM,33.5257,133.173,,,,
Mon 06:13:07 AM,33.4938,133.1363,,,,
Mon 06:13:37 AM,33.4624,133.1003,,,,
Mon 06:14:08 AM,33.4303,133.0634,,,,
Mon 06:14:39 AM,33.3971,133.0253,,,,
Mon 06:15:09 AM,33.3655,132.9889,,,,
Mon 06:15:41 AM,33.3333,132.9521,,,,
Mon 06:16:11 AM,33.3008,132.9148,,,,
Mon 06:16:41 AM,33.2695,132.879,,,,
Mon 06:17:11 AM,33.237,132.8419,,,,
Mon 06:17:41 AM,33.2062,132.8068,,,,
Mon 06:18:12 AM,33.1718,132.7676,,,,
Mon 06:18:42 AM,33.1403,132.7316,,,,
Mon 06:19:13 AM,33.1078,132.6946,,,,
Mon 06:19:43 AM,33.0756,132.6581,,,,
Mon 06:20:13 AM,33.0436,132.6217,,,,
Mon 06:20:31 AM,33.0242,132.5995,,,,
Mon 06:21:14 AM,32.9861,132.5397,,,,
Mon 06:21:44 AM,32.961,132.4993,,,,
Mon 06:22:15 AM,32.934,132.4563,,,,
Mon 06:22:46 AM,32.9068,132.4128,,,,
Mon 06:23:17 AM,32.8796,132.3694,,,,
Mon 06:23:49 AM,32.852,132.3251,,,,
Mon 06:24:22 AM,32.8217,132.2768,,,,
Mon 06:24:53 AM,32.7953,132.2346,,,,
Mon 06:25:23 AM,32.7691,132.1929,,,,
Mon 06:25:54 AM,32.7426,132.1509,,,,
Mon 06:26:24 AM,32.7157,132.1081,,,,
Mon 06:26:54 AM,32.6889,132.0657,,,,
Mon 06:27:25 AM,32.6611,132.0216,,,,
Mon 06:27:55 AM,32.6357,131.9815,,,,
Mon 06:28:25 AM,32.6084,131.9382,,,,
Mon 06:28:55 AM,32.5809,131.8949,,,,
Mon 06:29:25 AM,32.5546,131.8534,,,,
Mon 06:29:55 AM,32.5275,131.8107,,,,
Mon 06:30:25 AM,32.5005,131.7681,,,,
Mon 06:30:55 AM,32.4742,131.7269,,,,
Mon 06:31:26 AM,32.4459,131.6823,,,,
Mon 06:31:56 AM,32.4202,131.642,,,,
Mon 06:32:26 AM,32.3944,131.6016,,,,
Mon 06:32:57 AM,32.3653,131.5562,,,,
Mon 06:33:27 AM,32.3399,131.5164,,,,
Mon 06:33:57 AM,32.3133,131.475,,,,
Mon 06:34:27 AM,32.2864,131.433,,,,
Mon 06:34:57 AM,32.2602,131.3921,,,,
Mon 06:35:27 AM,32.2335,131.3505,,,,
Mon 06:35:57 AM,32.2074,131.31,,,,
Mon 06:36:27 AM,32.181,131.269,,,,
Mon 06:37:01 AM,32.1529,131.2255,,,,
Mon 06:37:31 AM,32.1257,131.1832,,,,
Mon 06:38:01 AM,32.0986,131.1414,,,,
Mon 06:38:31 AM,32.0723,131.1007,,,,
Mon 06:39:01 AM,32.0452,131.0589,,,,
Mon 06:39:31 AM,32.0182,131.0173,,,,
Mon 06:40:02 AM,31.991,130.9753,,,,
Mon 06:40:32 AM,31.9646,130.9347,,,,
Mon 06:41:02 AM,31.937,130.8923,,,,
Mon 06:41:32 AM,31.9098,130.8506,,,,
Mon 06:42:02 AM,31.8815,130.8072,,,,
Mon 06:42:33 AM,31.8543,130.7654,,,,
Mon 06:43:03 AM,31.8269,130.7236,,,,
Mon 06:43:35 AM,31.798,130.6795,,,,
Mon 06:44:06 AM,31.7698,130.6365,,,,
Mon 06:44:36 AM,31.7425,130.5949,,,,
Mon 06:45:06 AM,31.7158,130.554,,,,
Mon 06:45:36 AM,31.6881,130.5119,,,,
Mon 06:46:06 AM,31.6609,130.4705,,,,
Mon 06:46:36 AM,31.6331,130.4283,,,,
Mon 06:47:06 AM,31.6059,130.3871,,,,
Mon 06:47:36 AM,31.5787,130.3459,,,,
Mon 06:48:15 AM,31.5427,130.2914,,,,
Mon 06:48:48 AM,31.513,130.2466,,,,
Mon 06:49:18 AM,31.4854,130.2049,,,,
Mon 06:49:48 AM,31.4573,130.1625,,,,
Mon 06:50:19 AM,31.4291,130.1199,,,,
Mon 06:50:49 AM,31.4008,130.0774,,,,
Mon 06:51:19 AM,31.3725,130.0348,,,,
Mon 06:51:49 AM,31.3451,129.9937,,,,
Mon 06:52:19 AM,31.3168,129.9513,,,,
Mon 06:52:49 AM,31.289,129.9097,,,,
Mon 06:53:19 AM,31.2608,129.8676,,,,
Mon 06:53:49 AM,31.2333,129.8264,,,,
Mon 06:54:20 AM,31.2049,129.7842,,,,
Mon 06:54:50 AM,31.1771,129.7426,,,,
Mon 06:55:20 AM,31.1492,129.7011,,,,
Mon 06:55:50 AM,31.1214,129.6598,,,,
Mon 06:56:20 AM,31.093,129.6176,,,,
Mon 06:56:50 AM,31.0654,129.5767,,,,
Mon 06:57:20 AM,31.0364,129.5338,,,,
Mon 06:57:50 AM,31.0086,129.4926,,,,
Mon 06:58:20 AM,30.9808,129.4516,,,,
Mon 06:58:50 AM,30.9523,129.4095,,,,
Mon 06:59:25 AM,30.9192,129.3608,,,,
Mon 06:59:56 AM,30.8907,129.3188,,,,
Mon 07:00:26 AM,30.8611,129.2753,,,,
Mon 07:00:57 AM,30.8319,129.2325,,,,
Mon 07:01:27 AM,30.8043,129.1917,,,,
Mon 07:01:57 AM,30.775,129.1488,,,,
Mon 07:02:27 AM,30.7468,129.1075,,,,
Mon 07:03:00 AM,30.7153,129.0612,,,,
Mon 07:03:31 AM,30.6873,129.0203,,,,
Mon 07:04:01 AM,30.6585,128.9782,,,,
Mon 07:04:31 AM,30.6299,128.9365,,,,
Mon 07:05:01 AM,30.6011,128.8945,,,,
Mon 07:05:31 AM,30.5723,128.8526,,,,
Mon 07:06:02 AM,30.5435,128.8106,,,,
Mon 07:07:01 AM,30.4864,128.7277,,,,
Mon 07:07:32 AM,30.4579,128.6865,,,,
Mon 07:08:02 AM,30.4291,128.6448,,,,
Mon 07:08:32 AM,30.4015,128.6049,,,,
Mon 07:09:02 AM,30.372,128.5621,,,,
Mon 07:09:32 AM,30.3439,128.5216,,,,
Mon 07:10:02 AM,30.315,128.4799,,,,
Mon 07:10:42 AM,30.2774,128.4258,,,,
Mon 07:11:25 AM,30.2353,128.3652,,,,
Mon 07:11:55 AM,30.2066,128.3239,,,,
Mon 07:12:55 AM,30.1483,128.2403,,,,
Mon 07:13:26 AM,30.1191,128.1985,,,,
Mon 07:13:56 AM,30.09,128.1568,,,,
Mon 07:14:56 AM,30.0322,128.0743,,,,
Mon 07:15:26 AM,30.0035,128.0334,,,,
Mon 07:15:56 AM,29.9745,127.9921,,,,
Mon 07:16:27 AM,29.9451,127.9503,,,,
Mon 07:16:57 AM,29.9163,127.9094,,,,
Mon 07:17:29 AM,29.8861,127.8664,,,,
Mon 07:18:22 AM,29.8348,127.795,,,,
Mon 07:18:52 AM,29.8052,127.7558,,,,
Mon 07:19:22 AM,29.7742,127.7146,,,,
Mon 07:19:53 AM,29.7444,127.6748,,,,
Mon 07:20:23 AM,29.7139,127.6339,,,,
Mon 07:20:53 AM,29.6838,127.5936,,,,
Mon 07:21:23 AM,29.6542,127.554,,,,
Mon 07:22:21 AM,29.5959,127.4762,,,,
Mon 07:22:52 AM,29.565,127.4342,,,,
Mon 07:23:23 AM,29.5358,127.391,,,,
Mon 07:23:54 AM,29.5073,127.3489,,,,
Mon 07:24:24 AM,29.4787,127.3074,,,,
Mon 07:25:22 AM,29.4228,127.2268,,,,
Mon 07:25:54 AM,29.3925,127.1831,,,,
Mon 07:26:24 AM,29.3631,127.1407,,,,
Mon 07:26:55 AM,29.334,127.0989,,,,
Mon 07:27:25 AM,29.3041,127.0559,,,,
Mon 07:27:55 AM,29.2743,127.0131,,,,
Mon 07:28:25 AM,29.2452,126.9715,,,,
Mon 07:28:55 AM,29.2157,126.9291,,,,
Mon 07:29:25 AM,29.1863,126.8871,,,,
Mon 07:29:55 AM,29.156,126.8438,,,,
Mon 07:30:26 AM,29.1261,126.8012,,,,
Mon 07:30:56 AM,29.0965,126.7589,,,,
Mon 07:31:45 AM,29.0481,126.6901,,,,
Mon 07:32:26 AM,29.0068,126.6315,,,,
Mon 07:32:56 AM,28.9768,126.5889,,,,
Mon 07:33:26 AM,28.9467,126.5468,,,,
Mon 07:33:57 AM,28.9155,126.5053,,,,
Mon 07:34:27 AM,28.8854,126.4652,,,,
Mon 07:34:57 AM,28.8538,126.4228,,,,
Mon 07:35:55 AM,28.7948,126.3435,,,,
Mon 07:36:26 AM,28.762,126.2995,,,,
Mon 07:36:56 AM,28.7316,126.2587,,,,
Mon 07:37:26 AM,28.6998,126.2162,,,,
Mon 07:37:57 AM,28.6686,126.1744,,,,
Mon 07:38:28 AM,28.637,126.1321,,,,
Mon 07:39:26 AM,28.5782,126.0498,,,,
Mon 07:39:56 AM,28.5478,126.0064,,,,
Mon 07:40:27 AM,28.5166,125.9625,,,,
Mon 07:40:57 AM,28.4861,125.9197,,,,
Mon 07:41:27 AM,28.4559,125.8773,,,,
Mon 07:42:16 AM,28.407,125.8088,,,,
Mon 07:42:46 AM,28.3762,125.7656,,,,
Mon 07:43:28 AM,28.3349,125.7078,,,,
Mon 07:43:58 AM,28.3038,125.6644,,,,
Mon 07:44:28 AM,28.2733,125.6218,,,,
Mon 07:44:58 AM,28.2421,125.5783,,,,
Mon 07:45:28 AM,28.2114,125.5355,,,,
Mon 07:45:58 AM,28.1804,125.4924,,,,
Mon 07:46:28 AM,28.1494,125.4493,,,,
Mon 07:46:58 AM,28.1189,125.4068,,,,
Mon 07:47:28 AM,28.0885,125.3647,,,,
Mon 07:47:59 AM,28.0571,125.3212,,,,
